,Rebalance Date,Next Rebalance,Model,Holding Days,Gross Return,Net Return,Annualized Gross Return,Annualized Volatility,Sharpe Ratio,Sortino Ratio,Maximum Drawdown,Calmar Ratio,"Value-at-Risk (VaR, 95%)","Conditional Value-at-Risk (CVaR, 95%)",Allocation Turnover,Transaction Cost Rate
94,2024-01-02,2025-01-02,Black-Litterman,252,0.2351149143157385,0.23381060294632028,0.2351149143157385,0.11009916012064565,1.6813471974980672,2.5942593791688835,-0.055611497526152354,4.227811240025883,-0.010239459829515673,-0.014338229052940124,1.056024305350422,0.0010560243053504218
95,2024-01-02,2025-01-02,Risk-Parity,252,0.16979884764689102,0.1696224126237691,0.16979884764689102,0.10268901850379589,1.1666179051313326,1.7359925281378545,-0.0637819434959519,2.662177386577563,-0.009488636996057325,-0.014198479165270488,0.15082509567929323,0.00015082509567929323
96,2025-01-02,2026-01-02,Simulated (Max Sharpe Ratio),250,0.42123625177157265,0.4199821840435629,0.4252387013926886,0.19463492363483798,1.9279104406601166,2.297259790712128,-0.17848133909447284,2.382538721135454,-0.01540010018569703,-0.027280872174944907,0.8823780891083681,0.0008823780891083681
97,2025-01-02,2026-01-02,Equal-Weight,250,0.3151805908961076,0.3151805908961076,0.3180663544054596,0.19378546896547708,1.3833150433648649,1.729413194752689,-0.18352723770346702,1.7330743838654257,-0.015338004912566922,-0.026482196316989025,0.0,0.0
98,2025-01-02,2026-01-02,Markowitz,250,0.293781303327711,0.29178295460221704,0.2964499572838515,0.16818934518091488,1.4653125441374104,1.7198859561255069,-0.1193918186631463,2.4830005992308353,-0.014233598745581609,-0.024379340686526276,1.5445799999999998,0.0015445799999999998
99,2025-01-02,2026-01-02,Black-Litterman,250,0.24186000840352717,0.24110852010473605,0.2440138710388915,0.1625187613323511,1.1937936854080056,1.4103458715103854,-0.14430482351712026,1.6909612935422202,-0.011874860435763654,-0.022791191880550975,0.6051312496625101,0.0006051312496625101
100,2025-01-02,2026-01-02,Risk-Parity,250,0.22093787586644176,0.220721414464206,0.22288921580318632,0.1589135384037492,1.0879451652755308,1.3735410976905698,-0.14228914033840434,1.5664527543921618,-0.011341968067504815,-0.021689309926960762,0.1772910862333589,0.0001772910862333589
101,2026-01-02,2026-08-31,Simulated (Max Sharpe Ratio),166,0.5372128172047226,0.5354401659222447,0.9207715135364714,0.24180648535640506,3.601109011832407,6.5773506946139255,-0.08020220857417082,11.480625408026564,-0.023099605525247556,-0.026890596181269672,1.1531593170691408,0.0011531593170691409
102,2026-01-02,2026-08-31,Equal-Weight,166,0.2814697291183721,0.2814697291183721,0.4571661166617309,0.1505361030846818,2.7047738603455533,4.715451724550505,-0.07940980359089755,5.757048827584987,-0.015032840360091702,-0.01714942053514021,0.0,0.0
103,2026-01-02,2026-08-31,Markowitz,166,0.7103673064272027,0.7072988732721261,1.2586375208581453,0.3445523710373367,3.5078485085426205,6.212525964368335,-0.12826866887145727,9.812509414278495,-0.03111085251130846,-0.03984145107008076,1.79402,0.00179402
104,2026-01-02,2026-08-31,Black-Litterman,166,0.16957378596923234,0.16894088699242893,0.26844270040353657,0.12855213150578323,1.699253819013568,2.7110578979025277,-0.0797983008845311,3.3640152412765745,-0.011725701490563949,-0.016772549058887185,0.5411364245642456,0.0005411364245642456
105,2026-01-02,2026-08-31,Risk-Parity,166,0.21817546650570185,0.21798528971024256,0.3493162364953022,0.11584929020001618,2.583669144442116,4.2898574708876485,-0.07742441497083452,4.511706502747076,-0.011090906027793763,-0.01344794853806377,0.15611609385374728,0.0001561160938537473
